Sizzling Salsa,36,American,high,Hell's Kitchen,8:30,22:49,1.6,0
Sushi Spot,37,Italian,low,Upper East Side,11:41,22:55,3.0,0
The Hungry Panda,38,Indian,medium,Astoria,6:06,19:28,4.5,0
Cheesy Bites,39,Japanese,high,Tribeca,2:45,14:13,2.0,1
BBQ Haven,40,Indian,low,Tribeca,10:51,18:34,3.7,0
Taco Time,41,Japanese,medium,Upper East Side,3:49,18:24,2.1,1
Taco Time,42,American,low,Chelsea,3:37,15:49,3.8,1
Diner Delight,43,Mexican,high,Bushwick,9:41,15:18,4.1,1
Burger Barn,44,Indian,low,Tribeca,2:08,19:43,2.0,1
Sushi Spot,45,Greek,low,Hell's Kitchen,11:41,23:30,3.6,0
The Hungry Panda,46,American,high,Harlem,9:33,15:13,1.2,1
Sizzling Salsa,47,Greek,high,Upper East Side,11:33,14:58,4.9,0
BBQ Haven,48,Mexican,high,Tribeca,2:00,12:34,3.5,0
Diner Delight,49,Japanese,low,Williamsburg,0:37,17:34,4.1,1
Sushi Spot,50,Indian,high,Park Slope,3:48,14:04,1.9,0
Burger Barn,51,Mexican,high,Greenpoint,2:37,12:11,2.5,1
Sizzling Salsa,52,Greek,high,Harlem,11:08,19:35,1.2,1
BBQ Haven,53,Chinese,high,Harlem,11:41,15:29,2.0,1
Sizzling Salsa,54,Thai,medium,Upper East Side,9:57,13:30,3.2,0
Pizza Palace,55,American,high,Astoria,9:40,21:01,3.1,0
BBQ Haven,56,Chinese,high,Park Slope,9:21,15:14,2.4,0
BBQ Haven,57,Italian,medium,Chelsea,6:06,18:53,4.8,0
Pizza Palace,58,American,medium,Greenpoint,1:24,13:48,2.3,0
The Hungry Panda,59,Mexican,low,Bushwick,9:48,18:17,5.0,0
Sizzling Salsa,60,Chinese,medium,Greenpoint,10:44,23:07,3.4,1
BBQ Haven,61,Indian,medium,Upper East Side,9:23,19:32,1.1,0
Pizza Palace,62,Thai,medium,Upper East Side,10:51,20:48,1.7,0
Noodle Nest,63,French,high,Park Slope,9:51,23:16,3.7,0
Taco Time,64,Japanese,medium,Williamsburg,8:10,21:38,3.1,0
Taco Time,65,Greek,high,Harlem,1:08,13:43,2.8,0
Sushi Spot,66,Indian,low,Upper East Side,4:30,18:35,1.5,0
Diner Delight,67,Chinese,high,Greenpoint,3:32,16:05,4.4,0
The Hungry Panda,68,American,high,Chelsea,9:56,21:19,1.4,1
Sushi Spot,69,Mexican,medium,Bushwick,1:20,13:49,2.1,1
Noodle Nest,70,Thai,medium,Astoria,1:02,13:25,4.4,1
Diner Delight,71,Greek,high,Park Slope,7:13,18:18,4.6,1
The Hungry Panda,72,American,medium,Greenpoint,7:42,21:51,1.7,1
The Hungry Panda,73,Japanese,low,Tribeca,9:19,21:31,4.9,1
Pizza Palace,74,Thai,low,Williamsburg,2:39,16:29,1.8,0
Sizzling Salsa,75,French,medium,Chelsea,10:20,19:31,3.4,0
Sushi Spot,76,Mediterranean,medium,Hell's Kitchen,4:41,13:15,1.6,1
Burger Barn,77,Italian,medium,Upper East Side,5:43,22:24,2.5,1
Noodle Nest,78,Greek,high,Hell's Kitchen,3:49,18:27,1.9,1
Noodle Nest,79,Indian,high,Bushwick,0:12,21:35,2.0,1
Sizzling Salsa,80,Greek,high,Tribeca,6:56,22:56,2.4,1
Diner Delight,81,American,medium,Tribeca,7:24,13:45,1.2,0
Sushi Spot,82,Mediterranean,medium,Greenpoint,10:21,12:35,4.3,1
Burger Barn,83,Thai,low,Bushwick,9:38,18:55,2.5,0
BBQ Haven,84,Japanese,high,Astoria,6:26,23:10,3.9,1
The Hungry Panda,85,Chinese,low,Harlem,11:16,12:39,4.1,0
Diner Delight,86,American,high,Upper East Side,6:01,14:01,4.8,0
Noodle Nest,87,Japanese,low,Astoria,8:11,18:07,3.9,1
The Hungry Panda,88,Thai,high,Hell's Kitchen,0:49,14:18,3.7,0
Diner Delight,89,Mediterranean,low,Tribeca,2:16,16:26,4.3,0
Pizza Palace,90,French,medium,Astoria,8:23,19:28,2.3,0
Pizza Palace,91,Japanese,medium,Upper East Side,2:22,17:35,2.7,1
Sushi Spot,92,Chinese,medium,Astoria,0:27,14:08,1.2,1
Diner Delight,93,Japanese,high,Chelsea,8:33,17:48,4.3,1
Cheesy Bites,94,Chinese,high,Greenpoint,6:48,14:55,5.0,0
Noodle Nest,95,Mediterranean,high,Chelsea,6:16,21:53,4.6,1
Burger Barn,96,Mediterranean,low,Park Slope,1:59,20:37,4.2,1
Burger Barn,97,Thai,high,Chelsea,8:41,17:01,3.8,0
Noodle Nest,98,American,low,Astoria,1:55,21:23,2.0,0
Burger Barn,99,Mexican,high,Chelsea,10:36,23:44,1.6,1
Taco Time,100,Indian,high,Bushwick,5:50,16:21,4.2,1
Cheesy Bites,101,Chinese,high,Greenpoint,0:11,12:37,1.0,0
Taco Time,102,Chinese,high,Greenpoint,1:37,18:51,2.8,0
The Hungry Panda,103,Japanese,low,Hell's Kitchen,7:42,15:10,1.5,0
Sushi Spot,104,Mexican,medium,Hell's Kitchen,6:02,13:05,4.1,1
Noodle Nest,105,French,low,Greenpoint,11:17,15:48,3.3,0
BBQ Haven,106,Mexican,medium,Chelsea,3:24,17:46,1.9,1
Noodle Nest,107,American,low,Hell's Kitchen,9:27,14:17,2.1,1
Sizzling Salsa,108,Chinese,low,Park Slope,2:25,15:34,1.3,1
The Hungry Panda,109,French,low,Park Slope,11:15,13:42,4.2,1
Burger Barn,110,French,high,Chelsea,8:50,20:41,4.5,1
The Hungry Panda,111,Greek,low,Bushwick,10:53,18:33,4.1,1
Pizza Palace,112,Italian,medium,Bushwick,8:37,13:08,3.8,1
Sushi Spot,113,Mediterranean,medium,Chelsea,3:37,15:23,3.6,1
The Hungry Panda,114,Indian,low,Astoria,2:29,16:59,1.9,0
Pizza Palace,115,Italian,high,Harlem,6:37,20:03,3.3,0
Sizzling Salsa,116,Chinese,medium,Harlem,3:17,18:39,4.3,0
Noodle Nest,117,Italian,medium,Chelsea,5:13,16:24,2.7,1
Pizza Palace,118,Japanese,medium,Tribeca,10:55,14:02,3.1,1
Cheesy Bites,119,Indian,low,Greenpoint,4:50,19:53,3.4,1
Cheesy Bites,120,Mexican,medium,Upper East Side,4:22,19:39,3.9,0
Cheesy Bites,121,Mexican,low,Williamsburg,6:58,18:23,3.7,1
Diner Delight,122,Chinese,medium,Hell's Kitchen,2:44,20:36,2.6,1
Burger Barn,123,Mediterranean,high,Hell's Kitchen,11:03,23:19,3.3,1
Taco Time,124,Italian,high,Upper East Side,11:09,19:15,2.9,1
Cheesy Bites,125,Italian,high,Upper East Side,4:57,15:43,3.7,0
The Hungry Panda,126,French,low,Astoria,5:48,19:37,3.6,1
Pizza Palace,127,Italian,high,Williamsburg,7:58,14:35,3.7,1
Cheesy Bites,128,American,high,Park Slope,5:28,15:43,1.3,0
BBQ Haven,129,Thai,high,Chelsea,7:57,14:35,1.2,1
BBQ Haven,130,Mediterranean,low,Tribeca,10:05,17:11,4.0,0
Noodle Nest,131,Thai,medium,Hell's Kitchen,9:13,12:01,2.4,1
Cheesy Bites,132,Japanese,medium,Hell's Kitchen,0:02,13:02,1.3,1
Diner Delight,133,Greek,medium,Astoria,1:52,12:41,1.6,1
BBQ Haven,134,American,medium,Astoria,3:30,17:13,4.0,1
Taco Time,135,Italian,medium,Hell's Kitchen,5:36,19:28,1.2,0
Sizzling Salsa,136,Italian,medium,Harlem,10:25,20:06,2.8,0
Sushi Spot,137,Japanese,medium,Hell's Kitchen,6:47,20:14,1.7,0
Taco Time,138,Italian,high,Harlem,1:44,16:25,4.0,0
Sizzling Salsa,139,Indian,high,Bushwick,2:02,22:29,3.2,1
Noodle Nest,140,Indian,low,Chelsea,1:20,23:58,3.4,0
Cheesy Bites,141,Greek,low,Williamsburg,4:56,13:11,4.8,1
Diner Delight,142,Japanese,medium,Chelsea,7:35,20:03,5.0,0
Cheesy Bites,143,French,medium,Chelsea,9:45,16:12,2.1,1
Cheesy Bites,144,Thai,high,Greenpoint,0:02,16:36,4.1,1
Sizzling Salsa,145,French,low,Bushwick,2:55,20:30,4.8,0
Burger Barn,146,Greek,low,Williamsburg,11:49,21:30,4.4,0
Sushi Spot,147,Indian,medium,Bushwick,7:06,23:08,2.0,0
Pizza Palace,148,American,high,Williamsburg,8:04,17:30,2.3,1
Noodle Nest,149,Mediterranean,low,Harlem,11:41,22:58,3.3,1
The Hungry Panda,150,Greek,high,Chelsea,10:00,22:52,1.8,0
Sushi Spot,151,American,low,Williamsburg,9:57,16:00,2.4,0
Sizzling Salsa,152,Indian,high,Astoria,5:23,22:09,2.1,1
Noodle Nest,153,French,high,Astoria,4:12,12:04,2.0,1
The Hungry Panda,154,Greek,medium,Harlem,9:52,20:39,3.6,1
Diner Delight,155,Thai,high,Chelsea,1:03,16:05,4.2,1
The Hungry Panda,156,Greek,low,Greenpoint,11:16,17:30,2.4,1
Diner Delight,157,American,low,Bushwick,10:42,14:27,1.3,1
Noodle Nest,158,Mexican,high,Hell's Kitchen,3:34,23:13,3.1,0
Burger Barn,159,Chinese,high,Astoria,2:59,15:48,2.8,0
Cheesy Bites,160,Japanese,high,Bushwick,10:28,13:10,3.7,1
Pizza Palace,161,American,low,Bushwick,2:19,13:21,2.3,0
Diner Delight,162,Italian,low,Hell's Kitchen,9:20,20:09,4.8,0
Taco Time,163,Chinese,low,Bushwick,6:45,19:04,1.0,1
The Hungry Panda,164,Italian,high,Hell's Kitchen,6:01,16:26,4.8,1
Cheesy Bites,165,Chinese,medium,Tribeca,1:21,16:59,1.1,0
Taco Time,166,Chinese,medium,Harlem,11:50,15:26,3.0,1
BBQ Haven,167,Japanese,low,Upper East Side,1:53,20:51,1.9,1
Pizza Palace,168,Indian,medium,Williamsburg,0:34,13:48,1.7,1
Taco Time,169,Mexican,medium,Hell's Kitchen,0:29,14:21,2.6,1
Pizza Palace,170,Thai,medium,Tribeca,0:52,15:52,3.3,0
Noodle Nest,171,Chinese,medium,Upper East Side,0:37,16:31,3.0,0
Taco Time,172,Japanese,medium,Upper East Side,10:27,22:54,3.9,1
Diner Delight,173,Italian,low,Upper East Side,5:22,22:12,2.9,0
Cheesy Bites,174,Greek,high,Bushwick,0:25,23:07,1.2,1
BBQ Haven,175,Greek,medium,Upper East Side,6:57,21:34,4.4,1
Sushi Spot,176,Italian,high,Upper East Side,1:31,13:05,1.2,0
Burger Barn,177,Thai,low,Harlem,7:03,17:08,1.5,1
Sizzling Salsa,178,Chinese,medium,Greenpoint,11:39,14:31,4.1,0
Sushi Spot,179,American,medium,Greenpoint,2:33,14:14,4.3,0
Pizza Palace,180,Indian,medium,Williamsburg,1:16,23:02,4.5,1
Sizzling Salsa,181,Thai,low,Harlem,3:06,17:13,1.6,0
Pizza Palace,182,Italian,low,Greenpoint,11:46,22:41,1.0,0
Sushi Spot,183,Mexican,high,Bushwick,11:46,15:12,3.9,1
Diner Delight,184,Indian,low,Williamsburg,6:50,13:18,4.4,0
Taco Time,185,American,medium,Park Slope,4:02,14:07,4.9,0
Cheesy Bites,186,Italian,medium,Tribeca,9:35,15:12,4.4,0
Taco Time,187,American,high,Bushwick,3:31,16:40,4.1,0
Taco Time,188,Mediterranean,high,Hell's Kitchen,2:58,16:47,2.5,0
Sushi Spot,189,Italian,medium,Tribeca,6:52,19:06,4.1,0
The Hungry Panda,190,Japanese,medium,Astoria,5:47,12:31,3.7,0
Pizza Palace,191,American,high,Bushwick,3:32,13:09,2.9,1
Pizza Palace,192,Indian,medium,Chelsea,1:39,20:02,1.0,0
Burger Barn,193,Italian,high,Greenpoint,2:23,12:02,3.0,1
Noodle Nest,194,Mexican,high,Hell's Kitchen,10:06,22:37,1.0,1
BBQ Haven,195,Italian,low,Tribeca,10:28,23:48,1.2,0
Taco Time,196,Mediterranean,high,Williamsburg,6:27,14:35,4.1,0
The Hungry Panda,197,Italian,medium,Bushwick,4:42,13:30,1.4,0
Sushi Spot,198,Greek,low,Tribeca,4:09,12:25,4.8,0
Taco Time,199,Italian,medium,Park Slope,10:45,22:51,1.9,0
Cheesy Bites,200,Chinese,medium,Bushwick,1:09,13:26,1.9,0
Cheesy Bites,201,Thai,medium,Greenpoint,0:59,12:02,2.9,1
Cheesy Bites,202,Thai,high,Bushwick,7:43,15:36,3.9,1
Diner Delight,203,Mediterranean,high,Upper East Side,2:53,22:32,1.7,1
Pizza Palace,204,Thai,high,Greenpoint,8:57,18:38,1.0,0
Noodle Nest,205,Thai,low,Williamsburg,0:30,14:41,4.0,1
The Hungry Panda,206,Mexican,low,Bushwick,9:07,18:52,2.7,0
Sizzling Salsa,207,Japanese,medium,Harlem,4:26,12:01,3.2,0
Burger Barn,208,Chinese,medium,Chelsea,0:49,21:15,3.8,0
Burger Barn,209,Mexican,high,Hell's Kitchen,8:13,13:28,4.8,0
Pizza Palace,210,Italian,high,Tribeca,6:49,14:25,2.0,0
Taco Time,211,Japanese,high,Hell's Kitchen,2:00,16:32,4.4,0
The Hungry Panda,212,French,high,Hell's Kitchen,3:19,16:38,3.3,1
Cheesy Bites,213,Italian,medium,Greenpoint,4:00,12:59,3.9,1
Pizza Palace,214,Japanese,low,Williamsburg,5:15,22:40,3.1,1
Sizzling Salsa,215,Greek,high,Williamsburg,0:29,13:12,2.6,1
Sushi Spot,216,Mediterranean,medium,Bushwick,9:43,17:23,3.6,0
Noodle Nest,217,American,medium,Harlem,7:27,21:45,4.1,0
Diner Delight,218,Mexican,low,Greenpoint,5:30,13:42,4.3,0
BBQ Haven,219,Italian,medium,Upper East Side,3:35,16:55,2.5,1
BBQ Haven,220,Italian,high,Chelsea,5:37,22:35,3.6,1
Sushi Spot,221,Thai,medium,Chelsea,1:33,17:34,1.1,0
Noodle Nest,222,Mediterranean,medium,Bushwick,4:37,16:53,4.1,1
The Hungry Panda,223,Greek,low,Chelsea,5:11,15:59,1.9,1
Pizza Palace,224,Greek,high,Chelsea,3:46,23:12,2.1,1
Burger Barn,225,French,low,Upper East Side,9:22,15:53,2.5,0
Diner Delight,226,Chinese,high,Park Slope,0:53,22:30,2.8,0
Burger Barn,227,Mediterranean,high,Hell's Kitchen,4:34,12:28,4.3,0
The Hungry Panda,228,American,medium,Park Slope,8:19,19:28,1.1,1
The Hungry Panda,229,Mexican,high,Bushwick,4:07,15:33,3.3,1
Sushi Spot,230,American,low,Greenpoint,4:04,16:47,3.3,1
Sizzling Salsa,231,Italian,high,Tribeca,8:34,12:34,3.6,0
Cheesy Bites,232,Thai,high,Park Slope,4:33,17:47,4.1,1
Diner Delight,233,Japanese,high,Chelsea,6:22,17:57,4.2,0
Noodle Nest,234,Greek,medium,Park Slope,8:48,12:58,1.4,1
The Hungry Panda,235,Chinese,low,Astoria,7:27,16:24,1.5,1
Pizza Palace,236,Mexican,low,Greenpoint,8:59,21:33,1.9,1
BBQ Haven,237,French,high,Hell's Kitchen,5:05,21:22,3.3,0
Burger Barn,238,American,medium,Park Slope,11:56,21:26,3.2,1
Taco Time,239,Mediterranean,high,Greenpoint,11:50,23:33,3.4,0
Sizzling Salsa,240,French,low,Greenpoint,8:07,23:27,1.7,1
Sushi Spot,241,Italian,low,Park Slope,2:25,14:31,4.2,0
The Hungry Panda,242,Thai,medium,Chelsea,9:31,15:41,1.5,1
Taco Time,243,French,low,Park Slope,6:16,12:56,3.7,1
Pizza Palace,244,Japanese,low,Astoria,3:14,19:06,3.4,0
Taco Time,245,Chinese,medium,Bushwick,10:05,22:07,2.1,1
Taco Time,246,Thai,low,Bushwick,10:20,22:43,1.9,1
The Hungry Panda,247,Italian,medium,Williamsburg,1:28,20:26,2.3,0
Diner Delight,248,Chinese,high,Astoria,10:38,17:40,4.3,0
Taco Time,249,Italian,medium,Upper East Side,2:26,20:40,4.2,0
Burger Barn,250,Indian,high,Bushwick,2:14,14:51,3.8,0
Sizzling Salsa,251,Greek,high,Tribeca,8:49,23:57,2.0,0
Pizza Palace,252,Japanese,high,Greenpoint,0:19,14:01,4.5,0
Burger Barn,253,Thai,medium,Williamsburg,7:53,21:26,3.0,0
Diner Delight,254,Chinese,medium,Astoria,9:52,16:50,2.8,1
Noodle Nest,255,American,medium,Williamsburg,10:13,13:30,3.5,0
Cheesy Bites,256,Italian,medium,Tribeca,10:08,22:01,3.1,1
BBQ Haven,257,Chinese,low,Greenpoint,1:46,16:39,1.4,0
Cheesy Bites,258,Italian,medium,Hell's Kitchen,0:15,13:36,1.5,1
Sizzling Salsa,259,Thai,low,Hell's Kitchen,4:30,13:23,4.4,1
Sushi Spot,260,Mediterranean,low,Upper East Side,10:54,15:14,4.0,0
BBQ Haven,261,Greek,high,Upper East Side,8:06,15:19,3.1,0
Taco Time,262,Italian,medium,Williamsburg,8:44,23:22,3.3,1
Sizzling Salsa,263,Thai,medium,Williamsburg,7:16,22:43,3.4,1
Noodle Nest,264,Italian,medium,Upper East Side,0:15,14:54,4.0,0
Noodle Nest,265,Thai,high,Upper East Side,9:09,15:13,3.4,0
Diner Delight,266,Greek,medium,Harlem,11:40,19:10,1.5,1
Pizza Palace,267,Mediterranean,medium,Bushwick,10:16,14:42,2.9,1
Burger Barn,268,Greek,medium,Harlem,0:18,14:49,4.5,1
Cheesy Bites,269,American,medium,Upper East Side,5:22,15:58,5.0,1
Burger Barn,270,Indian,high,Bushwick,2:10,16:01,4.4,0
Pizza Palace,271,Mediterranean,low,Tribeca,9:54,17:04,1.4,1
Pizza Palace,272,American,high,Astoria,2:30,16:59,4.5,1
Pizza Palace,273,French,high,Park Slope,11:02,12:55,1.2,0
Noodle Nest,274,Thai,medium,Tribeca,11:41,14:12,1.3,1
BBQ Haven,275,Japanese,high,Bushwick,3:51,22:41,3.4,1
Burger Barn,276,Mexican,high,Astoria,4:54,23:14,1.5,0
Cheesy Bites,277,Greek,low,Upper East Side,6:41,15:50,4.1,1
Sizzling Salsa,278,American,high,Williamsburg,9:54,21:08,4.1,1
Sizzling Salsa,279,Greek,medium,Park Slope,8:48,18:31,3.8,1
Cheesy Bites,280,Japanese,low,Harlem,6:46,16:08,4.6,1
Cheesy Bites,281,Italian,high,Chelsea,3:18,15:43,3.6,1
Burger Barn,282,Chinese,medium,Bushwick,6:36,19:39,2.9,1
Burger Barn,283,Mexican,low,Greenpoint,5:40,19:31,1.4,0
BBQ Haven,284,Chinese,medium,Bushwick,7:32,17:08,4.2,0
Noodle Nest,285,French,medium,Upper East Side,6:06,22:15,4.0,1
Sushi Spot,286,French,medium,Chelsea,0:51,18:39,3.0,0
Taco Time,287,Mexican,low,Astoria,8:54,19:46,3.9,0
The Hungry Panda,288,Italian,low,Hell's Kitchen,9:27,17:25,2.1,0
Sizzling Salsa,289,Japanese,low,Harlem,5:41,22:22,3.8,0
Diner Delight,290,Mediterranean,low,Hell's Kitchen,0:14,17:44,1.7,1
Sushi Spot,291,Indian,high,Upper East Side,11:55,22:02,4.9,1
The Hungry Panda,292,Japanese,medium,Greenpoint,11:47,23:38,2.3,0
Sizzling Salsa,293,Mediterranean,low,Chelsea,9:20,13:00,3.4,0
Sushi Spot,294,French,low,Tribeca,3:08,14:17,4.5,0
Sushi Spot,295,Japanese,medium,Hell's Kitchen,0:59,16:18,3.1,0
BBQ Haven,296,French,low,Bushwick,5:38,14:59,2.3,1
Cheesy Bites,297,Italian,medium,Hell's Kitchen,4:13,19:46,2.2,1
Burger Barn,298,Indian,medium,Upper East Side,4:16,13:42,2.8,1
Cheesy Bites,299,Greek,medium,Chelsea,11:57,22:23,1.3,1
Sushi Spot,300,French,high,Greenpoint,10:38,12:32,3.4,0
The Hungry Panda,301,Mexican,high,Upper East Side,8:01,15:29,3.5,0
Cheesy Bites,302,Chinese,low,Bushwick,3:55,19:24,3.5,1
Cheesy Bites,303,French,high,Greenpoint,3:24,21:58,4.8,0
Burger Barn,304,Mexican,low,Upper East Side,8:30,14:23,1.5,0
Sushi Spot,305,Chinese,medium,Williamsburg,0:43,19:58,3.0,1
Diner Delight,306,Greek,high,Tribeca,1:26,20:19,4.7,0
Taco Time,307,Indian,low,Astoria,8:21,21:13,3.3,0
Pizza Palace,308,Greek,medium,Hell's Kitchen,2:44,22:51,4.4,1
Diner Delight,309,Italian,low,Hell's Kitchen,9:28,12:12,4.5,0
Diner Delight,310,Chinese,medium,Park Slope,6:03,17:08,1.7,0
BBQ Haven,311,Italian,low,Williamsburg,7:44,19:45,3.0,1
Burger Barn,312,Mediterranean,high,Harlem,4:27,22:56,4.4,1
Cheesy Bites,313,American,high,Tribeca,7:32,22:52,5.0,1
Burger Barn,314,Japanese,high,Astoria,6:10,21:54,2.0,0
The Hungry Panda,315,American,low,Williamsburg,4:55,21:57,1.3,1
Sushi Spot,316,Indian,low,Upper East Side,11:04,14:58,1.7,0
Cheesy Bites,317,Mexican,low,Upper East Side,5:45,18:49,3.6,0
Sizzling Salsa,318,Thai,high,Greenpoint,0:36,13:42,1.9,0
Diner Delight,319,Greek,high,Greenpoint,0:18,21:59,3.2,1
The Hungry Panda,320,Mexican,medium,Hell's Kitchen,0:27,16:21,4.0,0
Pizza Palace,321,Mexican,medium,Harlem,9:43,13:27,3.5,0
Burger Barn,322,Indian,medium,Tribeca,5:48,13:48,4.0,1
Pizza Palace,323,Thai,high,Chelsea,10:54,19:54,4.9,0
Diner Delight,324,Thai,high,Park Slope,7:47,20:33,3.9,0
Cheesy Bites,325,Mediterranean,low,Hell's Kitchen,4:24,23:56,4.5,0
Diner Delight,326,Greek,low,Bushwick,2:54,17:09,4.8,1
Taco Time,327,Italian,medium,Williamsburg,1:30,16:25,4.6,1
Pizza Palace,328,Chinese,medium,Bushwick,2:40,23:16,4.0,0
Burger Barn,329,Mediterranean,low,Greenpoint,5:59,17:24,1.5,0
The Hungry Panda,330,Mexican,high,Tribeca,3:31,14:48,1.8,0
Taco Time,331,Italian,high,Chelsea,11:09,13:09,4.9,0
The Hungry Panda,332,American,high,Park Slope,5:48,12:31,1.5,0
The Hungry Panda,333,Greek,low,Bushwick,1:17,19:06,4.6,1
Sushi Spot,334,Greek,medium,Williamsburg,5:46,22:05,4.4,1
Diner Delight,335,Chinese,low,Harlem,5:32,12:04,1.4,0
Diner Delight,336,Greek,low,Chelsea,5:28,15:18,3.8,1
Taco Time,337,American,low,Astoria,6:19,21:42,2.3,1
Diner Delight,338,French,low,Williamsburg,1:51,13:29,4.0,1
Diner Delight,339,American,high,Tribeca,8:47,21:00,2.7,0
Diner Delight,340,Chinese,medium,Greenpoint,1:18,22:12,3.2,0
Burger Barn,341,Thai,high,Hell's Kitchen,1:20,23:52,3.6,0
Sizzling Salsa,342,Chinese,high,Upper East Side,7:57,19:06,3.6,1
BBQ Haven,343,Italian,low,Greenpoint,5:24,20:38,1.1,1
Burger Barn,344,Mexican,medium,Upper East Side,5:40,18:52,3.7,1
Sushi Spot,345,Japanese,high,Park Slope,4:01,22:18,4.6,1
Pizza Palace,346,Italian,medium,Harlem,10:44,13:36,1.8,1
Sushi Spot,347,Mediterranean,high,Upper East Side,9:48,20:11,3.3,1
Cheesy Bites,348,Italian,high,Greenpoint,3:50,13:50,2.4,0
The Hungry Panda,349,Chinese,medium,Greenpoint,3:01,16:02,3.6,0
Noodle Nest,350,Mediterranean,high,Tribeca,10:14,15:32,2.3,1
Sizzling Salsa,351,Greek,high,Williamsburg,3:01,19:29,4.9,0
Cheesy Bites,352,Thai,low,Williamsburg,3:45,12:25,4.4,1
BBQ Haven,353,Mediterranean,low,Greenpoint,9:26,17:17,2.4,1
Sizzling Salsa,354,French,medium,Bushwick,10:15,22:17,1.6,1
Diner Delight,355,Italian,medium,Park Slope,7:11,16:03,3.5,0
Taco Time,356,French,medium,Tribeca,10:40,19:07,2.6,1
Burger Barn,357,Chinese,medium,Astoria,11:19,18:58,4.5,1
The Hungry Panda,358,Mediterranean,low,Bushwick,0:03,22:36,1.7,1
Sizzling Salsa,359,Thai,low,Upper East Side,4:21,13:43,4.5,0
Pizza Palace,360,Chinese,low,Williamsburg,5:25,23:07,4.1,1
Sizzling Salsa,361,Indian,high,Williamsburg,3:45,15:08,2.2,1
Taco Time,362,Indian,high,Greenpoint,8:06,20:54,3.2,0
BBQ Haven,363,Greek,low,Greenpoint,10:44,16:24,4.0,1
Burger Barn,364,Indian,high,Greenpoint,2:25,19:01,2.2,0
Cheesy Bites,365,Mediterranean,medium,Hell's Kitchen,9:16,15:14,4.8,1
Diner Delight,366,Chinese,high,Upper East Side,3:51,15:32,2.3,1
Noodle Nest,367,Japanese,low,Hell's Kitchen,2:02,16:02,4.3,0
Sushi Spot,368,American,high,Tribeca,8:58,20:01,2.3,1
BBQ Haven,369,Greek,medium,Hell's Kitchen,8:51,13:43,2.6,0
Burger Barn,370,Mediterranean,medium,Williamsburg,0:05,18:49,4.1,0
BBQ Haven,371,Mediterranean,high,Upper East Side,0:13,15:29,1.3,0
Sushi Spot,372,Greek,low,Greenpoint,3:06,18:49,1.4,0
Noodle Nest,373,Thai,low,Hell's Kitchen,0:58,23:29,1.7,1
Sizzling Salsa,374,Chinese,high,Bushwick,2:54,18:18,2.4,0
The Hungry Panda,375,Italian,high,Park Slope,9:58,18:39,2.3,1
Taco Time,376,Indian,medium,Greenpoint,2:26,15:55,4.5,0
Sizzling Salsa,377,Mexican,medium,Park Slope,6:25,21:27,2.3,1
